header,user,body,title
clinical-depression,Farooqji,https://parkinsonsnewstoday.com/news/nodthera-nt-0796-shows-promise-early-parkinsons-clinical-trials/,Oral NT-0796 for Parkinson’s shows promise in early clinical trials
clinical-depression,Brysonal,"https://www.newscientist.com/article/2375922-advancing-immunology-the-future-of-vaccine-innovations/

at 6.25 mins is a bit of info about the trial I volunteered for. The ‘shout out’ is for ovarian cancers so I may not have had an immune response but I have heard nothing formally except last weeks scans",OVM 200 clinical trial on TV
clinical-depression,rasher1,"Hi everyone,

I attached  previous post about my brother. Since then he had one more PSA test which came back at 17! He has CT scan and bone scan, he had some new mets on his bones(spine) and they are suspected to some lymph nodes of chest. Currently he has hormone therapy  every 3 months and Nubeqa",My brother has advanced Prostate cancer
clinical-depression,AmyKamp,"This month's expert speaker is Fox Chase Cancer Center Chief of Thoracic Oncology, Dr. Hossein Borghaei. Dr. Borghaei will discuss immunotherapy and SCLC. Attendees will receive a $15 Grubhub credit.

  https://us02web.zoom.us/meeting/register/tZcoceqtqTsuGtQLZRWg56NWyuLdozBKybPJ","Reminder: The virtual LiveLung SCLC group meeting is TONIGHT, June 20th at 7 pm ET."
clinical-depression,celestw,"I need some advice, i’m 20 years old and i don’t know what to do with my life anymore. I hate ever single job i’ve had/have, i genuinely go into work miserable every single day. My mom is pressuring me to work a job that she wants me to work at but i don’t want to do that, tbh every single job sounds",I need help
clinical-depression,Tryfan,"Facebook in my inbox -message requesting invitation to join trials for  Potential new treatment.  It reads Adults with diagnosis of Afib with High blood pressure, heart attack, stroke, diabetes may be able to take part in a clinical trials rearching new treatment. From panaceapatientrecruitment- panaceapatientrecruitment.com",Facebook message received anyone heard Of this group
clinical-depression,RoyCastleHelpline,"This is a stage 1 trial for patients who have  Mesothelioma with a pleural effusion. If interested the contact  details are below.



The trial is an option for mesothelioma patients who have failed first-line treatment and have an IPC. MITOPE is available at Guy's Hospital, University of Leicester,",Clinical trial for Mesothelioma patients
clinical-depression,lupus-support1,"by Lindsey Shapiro | June 12, 2023

Lupkynis (voclosporin) combined with background lupus treatments better preserved kidney function among",Lupkynis helps protect kidneys with lupus nephritis and high proteinuria
post-traumatic-stress-disorder-ptsd,Against_the_current,I had an anxiety attack and am still having it and went outside and worried myself sick what are mom and sis doing up. Once they were on a really bad twrms and mom used even when im in the toilet to abuse sis.Mom wanted me to teach sis German because she didn't want to do it herself. And when i panic,My daily panic attack at 8pm
post-traumatic-stress-disorder-ptsd,utsav4891,"Hello everyone,

I have a panic disorder and you all know what its like. Now a days I feel pressure in my nose and feel like shortness of breath. I feel pain inside the nose canal too.

And I feel paresthesia in my head.

Do anyone feel like that while having panic attack or anxiety attack. Is it symptoms",Feeling pressure in nose.
post-traumatic-stress-disorder-ptsd,Ali_elle,"I’ve been on Zoloft 100mg for 17 years, and all of a sudden I’ve been having horrible anxiety, all day long, and feeling depressed. I’ve had two nights where I’ve woken up in a severe panic attack and I can’t calm myself down for hours. I have so many strategies, that have worked for me, and nothing",Panic/Anxiety/Depression out of nowhere. Please help!
post-traumatic-stress-disorder-ptsd,Geodog,"I have posted questions here before, and appreciate all the excellent help. I am currently taking 150 mg Sertraline, and my pcp added 300 mg gabapentin daily. I do not see any improvement in depression or anxiety. When I asked him, he suggested switching out gabapentin. He wants me to take Buspar with","gabapentin, Buspar, and sertraline"
post-traumatic-stress-disorder-ptsd,Flimmeri,"Has anyone been diagnosed with  Amyloidosis of the heart which is causing Afib permanently?

How are they being treated, etc?",Amyloidosis
post-traumatic-stress-disorder-ptsd,Mazdana,"Hello, I have agoraphobia, but I only have fear of long roads that I cannot go out in an emergency. This situation has only existed for 6 months and I have come to a very good stage by facing my fears, but a psychiatrist in the country I live in said that I might have a heart attack while facing my fears",Agrophobia
post-traumatic-stress-disorder-ptsd,RelaxedRhino,"Hey everyone, I’m new here!


I have a diagnosis of ADHD and am meant to be taking ADHD medication for it, however, I have recently been diagnosed with hyperthyroidism. After doing some research I’ve seen some articles saying you can’t take certain ADHD medications while having a thyroid disorder?? Does",ADHD & Thyroid Disorders 
post-traumatic-stress-disorder-ptsd,TeddiJ,"Hi, All. I had bloodwork done recently and I'm wondering if anyone knows if the low UIBC might be affecting my RLS/PLMD.

Ferritin was 169 (down from very high values after a blood infusion for rls in April 2021).

The UIBC was flagged as Low at 126, Iron Saturation was flagged as high:

Iron 172 

UIBC",Low UIBC result from bloodwork?
post-traumatic-stress-disorder-ptsd,Wildflower13,"..anyone else??

I’ve dealt with it (and anxiety with panic disorder) off and on for almost 20 years. I did medication for years but I am currently not taking anything. 
lately (the past 2 years) the anxiety I experience has been centrally focused on my heart. I’ve had many EKGs, sonogram tests, etc",cardiophobia..
post-traumatic-stress-disorder-ptsd,280scout,"I received an insurance denial today for Trelstar Mixject.    I was to have an Eligard shot in early December, but Dr office called the day before to reschedule for January 3rd.   I was never told that they wanted to take me off Eligard, and why would they change if it is working?

Mainly, I have never",Trelstar Mixject
post-traumatic-stress-disorder-ptsd,Eeyore100,"£3!! and rather annoyingly really nice... heck I'm worth it! I only went in for a sneaky sushi treat 😏

Edit... actually cheaper in Waitrose as they sell the 500g where as the other only sell 250g £1.85

Oat Base (Water, Gluten-Free Oats (11%), Sunflower Oil, Salt), Coconut Cream, Stabilisers (Tapioca","Found this in Waitrose (Bit pricey!) Lovely creamy Oat Kefir. Dairy, soya and gluten free... Edit  ** Found a recipe they use milk grains**"
post-traumatic-stress-disorder-ptsd,Birdland,"As most of you can relate to, I have given up so much in my life due to RLS. Every possible RLS trigger is in fact a trigger for me. I have given up HRT, SSRIs, statins, caffeine, alcohol, spicy foods (I used to put fresh jalapeno peppers on EVERYTHING), sugar, all processed foods, most carbs, and the",Minoxidil
post-traumatic-stress-disorder-ptsd,Ih8going2work,"In November  2021, On the day of my brothers funeral, I was involved in four car chain reaction accident that totaled my car ( I wasn't at fault). After the accident, I was driving without any issues whatsoever until February of this year when I had my first panic attack while driving. I've asked my",Panic Attacks while driving
post-traumatic-stress-disorder-ptsd,KellyAndersen,I am a 21year old woman and am new here with chronic chest pain for years now. I have done all tests and nothing came out. then I checked with a psychiatrist so she told me it might be a result of stress I've had for years. Imagine being depressed coz of pain caused by stress and depression again. The,﻿long term chronic stress
